run_id,timestamp,model_name,publisher,start_date,end_date,initial_capital,final_capital,total_pnl,return_percent,total_trades,winning_trades,losing_trades,win_rate_percent,target_hits,stop_hits,max_drawdown,avg_win,avg_loss,profit_factor,news_articles_used,price_moves_used,notes
8d7e144f,2025-07-11 20:51:39.745589,comprehensive_backtest_globenewswire_biotech,globenewswire_biotech,2025-07-03 13:05:00+00:00,2025-07-10 04:40:00+00:00,100000.0,100150.84179694668,150.841797,0.15084179694668273,50,34,14,68.0,18,11,-0.024050399608619044,6.418362264705883,-4.813037142857143,3.2385894294247235,50,50,Comprehensive backtest with detailed logging for globenewswire_biotech
2ec35e15,2025-07-11 20:53:12.694420,comprehensive_backtest_all_publishers,all,2025-07-11 10:30:00+00:00,2025-07-11 15:30:00+00:00,100000.0,100124.41230643743,124.412308,0.12441230643742893,50,25,18,50.0,17,12,-0.01622751287133115,7.66461316,-3.733501166666666,2.8512904055310253,50,50,Comprehensive backtest with detailed logging for all
